No,year,month,day,hour,PM2_5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
26617,2016,3,14,0,62,137,21,40,900,51,6.8,1020.1,-15.3,0,SSW,2.3,Aotizhongxin
26629,2016,3,14,12,127,127,NA,NA,NA,NA,11.4,1019.6,-8,0,NE,1,Aotizhongxin
26641,2016,3,15,0,95,190,42,52,1000,38,11.8,1015.3,-11.8,0,SW,4.7,Aotizhongxin
26653,2016,3,15,12,144,194,40,50,1200,37,10.1,1014,-5.1,0,S,1.7,Aotizhongxin
26665,2016,3,16,0,221,304,49,90,3000,5,7.4,1012.3,-1.6,0,WSW,1.6,Aotizhongxin
26677,2016,3,16,12,244,277,44,50,1900,56,12.5,1012.8,0.9,0,SSE,1.2,Aotizhongxin
26689,2016,3,17,0,301,301,35,67,2000,59,11.3,1011.3,1,0,S,1.7,Aotizhongxin
26701,2016,3,17,12,320,326,43,81,2700,39,13.7,1008.5,2,0,SSE,1.4,Aotizhongxin
26713,2016,3,18,0,404,427,29,124,4100,3,7.5,1006.1,3.2,0,ENE,0.4,Aotizhongxin
26725,2016,3,18,12,148,148,11,26,1200,126,19.2,1008.4,-5.7,0,ENE,2.8,Aotizhongxin
26737,2016,3,19,0,9,23,2,23,300,68,12.8,1013.8,-6.8,0,ENE,1.9,Aotizhongxin
26749,2016,3,19,12,61,123,18,31,1100,63,12.9,1019.3,-5.2,0,SSW,2.5,Aotizhongxin
26761,2016,3,20,0,40,101,7,33,700,53,8.6,1020.8,-4.9,0,NW,0.7,Aotizhongxin
26773,2016,3,20,12,76,100,8,44,1200,69,15.8,1022.5,-5.3,0,NE,1.3,Aotizhongxin
26785,2016,3,21,0,123,352,14,81,1100,13,10.2,1020.8,-3.9,0,W,0.6,Aotizhongxin
26797,2016,3,21,12,151,229,17,NA,1700,55,16.8,1018.5,-3.4,0,SW,2.8,Aotizhongxin
26809,2016,3,22,0,179,372,28,103,1500,5,12.2,1014.1,0.9,0,ESE,1,Aotizhongxin
26821,2016,3,22,12,97,260,40,54,2200,49,14.5,1019.2,-2.5,0,S,1.4,Aotizhongxin
26833,2016,3,23,0,89,223,13,65,1400,4,7.8,1024,-0.9,0,E,1.4,Aotizhongxin
26845,2016,3,23,12,13,13,2,6,200,96,11.8,1028.1,-12.5,0,NNW,2.3,Aotizhongxin
26857,2016,3,24,0,25,45,2,33,400,54,7.7,1030,-14.5,0,NE,2.2,Aotizhongxin
26869,2016,3,24,12,NA,NA,NA,NA,NA,NA,11.4,1027.8,-15.2,0,NNE,2.7,Aotizhongxin
26881,2016,3,25,0,10,24,2,31,400,57,8.2,1026.2,-12.9,0,NE,1.6,Aotizhongxin
26893,2016,3,25,12,18,18,2,9,400,99,12.3,1025.2,-12.1,0,N,1.9,Aotizhongxin
26905,2016,3,26,0,20,47,2,70,600,17,8.2,1022.6,-9.7,0,WNW,1.1,Aotizhongxin
26917,2016,3,26,12,9,27,11,10,400,90,15.5,1021,-10.3,0,NNE,2.7,Aotizhongxin
26929,2016,3,27,0,7,20,9,40,400,49,14.5,1017.8,-11.1,0,NW,2.4,Aotizhongxin
26941,2016,3,27,12,14,14,9,9,300,96,20.3,1015,-12.4,0,N,2.1,Aotizhongxin
26953,2016,3,28,0,45,143,18,59,700,39,16,1010.2,-9.9,0,SW,2.9,Aotizhongxin
26965,2016,3,28,12,109,196,32,78,1100,33,18.4,1006.3,-5.7,0,E,1,Aotizhongxin
26977,2016,3,29,0,15,230,8,6,200,88,15.2,1011.4,-5.8,0,NNW,5.6,Aotizhongxin
26989,2016,3,29,12,14,70,10,14,300,89,19.3,1012,-5.6,0,SW,3.1,Aotizhongxin
27001,2016,3,30,0,16,38,10,55,400,24,14.1,1012.9,-6.2,0,NE,1.2,Aotizhongxin
27013,2016,3,30,12,19,41,10,26,400,77,19.3,1013.5,-8,0,WSW,3.1,Aotizhongxin
27025,2016,3,31,0,80,164,30,75,1300,14,10.9,1008.8,0,0,ENE,0.5,Aotizhongxin
27037,2016,3,31,12,207,313,76,84,2500,38,17.9,1003.9,6.1,0,SE,2.3,Aotizhongxin
27049,2016,4,1,0,53,240,23,21,500,95,19.5,999.1,6.9,0,SW,2.8,Aotizhongxin
27061,2016,4,1,12,12,48,10,7,300,90,19.2,1005.2,-1.3,0,NNW,4.7,Aotizhongxin
27073,2016,4,2,0,9,18,9,26,200,50,13.4,1012.5,-4.8,0,ENE,2.8,Aotizhongxin
27085,2016,4,2,12,4,8,11,8,200,93,17.4,1016.1,-6.5,0,NW,3.1,Aotizhongxin
27097,2016,4,3,0,9,35,9,22,200,66,13.6,1020.1,-15.3,0,N,2.2,Aotizhongxin
27109,2016,4,3,12,3,5,2,7,200,92,17,1017.9,-14.9,0,SE,2.4,Aotizhongxin
27121,2016,4,4,0,39,88,5,28,400,64,13.6,1011.7,-1.6,0,WSW,2.5,Aotizhongxin
27133,2016,4,4,12,76,115,7,56,700,56,18.1,1008.4,1.1,0,SSE,2,Aotizhongxin
27145,2016,4,5,0,105,140,18,26,800,88,16.3,1006.2,5.3,0,WSW,2.7,Aotizhongxin
27157,2016,4,5,12,165,196,33,33,1200,117,18.8,1009,5.9,0,ESE,3.5,Aotizhongxin
27169,2016,4,6,0,40,52,24,42,1300,52,12.5,1009.9,-6.5,0,ESE,2.8,Aotizhongxin
27181,2016,4,6,12,143,188,54,68,2700,55,17.1,1005.4,5.4,0,N,1.1,Aotizhongxin
27193,2016,4,7,0,240,244,18,96,2500,2,13.1,1003.3,8.8,0,SE,0.8,Aotizhongxin
27205,2016,4,7,12,24,65,2,11,300,91,21.9,1008.3,-5.9,0,NNW,2.9,Aotizhongxin
27217,2016,4,8,0,3,5,3,21,200,80,15.5,1013.7,-20.3,0,N,3.4,Aotizhongxin
27229,2016,4,8,12,21,77,3,22,300,91,21.3,1010.5,-11.6,0,SW,4.3,Aotizhongxin
27241,2016,4,9,0,60,187,23,46,600,41,17.3,1004.9,0,0,WSW,2.6,Aotizhongxin
27253,2016,4,9,12,98,98,13,53,600,76,24.9,1004.9,-2.7,0,SE,2.3,Aotizhongxin
27265,2016,4,10,0,NA,128,17,32,700,62,10.3,1011.6,-11.1,0,SSW,1.8,Aotizhongxin
27277,2016,4,10,12,NA,224,16,38,800,82,17.2,1013.3,-7.4,0,SSW,2.3,Aotizhongxin
27289,2016,4,11,0,45,133,11,33,600,61,9,1019.6,-4.2,0,SE,1.4,Aotizhongxin
27301,2016,4,11,12,24,164,7,22,400,85,12.2,1014.8,-7.3,0,SSE,3.1,Aotizhongxin
27313,2016,4,12,0,61,122,11,58,400,21,9.3,1008.2,0.7,0,E,1.2,Aotizhongxin
27325,2016,4,12,12,94,94,11,34,600,55,10.9,1003.7,5.2,0,ENE,1.7,Aotizhongxin
27337,2016,4,13,0,97,131,5,64,800,21,11.8,1002.6,6.3,0,SE,1.6,Aotizhongxin
27349,2016,4,13,12,210,219,20,70,1400,72,18.4,998.7,8.9,0,ESE,1.2,Aotizhongxin
27361,2016,4,14,0,21,119,2,38,200,69,14.9,1005.7,-4,0,NNE,1.3,Aotizhongxin
27373,2016,4,14,12,5,5,2,14,200,109,20.4,1012.6,-9,0,ESE,2.1,Aotizhongxin
27385,2016,4,15,0,17,54,9,31,700,57,12.3,1012.5,0.1,0,ESE,1.6,Aotizhongxin
27397,2016,4,15,12,58,103,32,56,1600,49,18.6,1007.5,0.2,0,NNE,1.5,Aotizhongxin
27409,2016,4,16,0,34,88,5,14,300,70,15.5,1007.5,8.7,0.1,NW,2.8,Aotizhongxin
27421,2016,4,16,12,35,69,3,8,300,82,17.1,1005.1,-3.7,0,NNW,5.1,Aotizhongxin
27433,2016,4,17,0,12,29,3,19,200,67,13.9,1008.2,-6.9,0,NW,3.8,Aotizhongxin
27445,2016,4,17,12,16,86,2,6,200,99,17.9,1007.3,-7.5,0,NW,5.2,Aotizhongxin
27457,2016,4,18,0,6,6,2,14,200,80,12.3,1008.2,-1.6,0,W,1.7,Aotizhongxin
27469,2016,4,18,12,13,30,3,5,300,98,16.4,1009.6,-7.3,0,NNW,3.7,Aotizhongxin
27481,2016,4,19,0,30,63,5,38,400,60,15.1,1012,-7.1,0,SW,2.9,Aotizhongxin
27493,2016,4,19,12,79,103,30,52,1500,32,13.3,1013.2,3.4,0,SSE,2.1,Aotizhongxin
27505,2016,4,20,0,76,89,13,44,1100,29,13,1012.1,4.4,0,N,2.2,Aotizhongxin
27517,2016,4,20,12,99,103,15,30,1000,90,22.2,1009.1,4.3,0,NNE,1.5,Aotizhongxin
27529,2016,4,21,0,83,158,8,65,800,46,18.5,1003.2,3.5,0,SW,1.1,Aotizhongxin
27541,2016,4,21,12,177,177,13,72,1500,104,25.4,997,6.6,0,SSW,1.8,Aotizhongxin
27553,2016,4,22,0,58,187,2,12,100,96,18.3,1003.7,-12.7,0,E,2.3,Aotizhongxin
27565,2016,4,22,12,42,106,2,9,300,116,21.9,1005.8,-12.5,0,NNW,2.4,Aotizhongxin
27577,2016,4,23,0,28,43,2,56,300,34,16.3,1008.5,-11.3,0,NE,1.8,Aotizhongxin
27589,2016,4,23,12,24,24,2,11,200,90,19,1011,-11.1,0,E,1.7,Aotizhongxin
27601,2016,4,24,0,42,70,10,51,500,26,12.9,1010.4,-5.2,0,ESE,1.1,Aotizhongxin
27613,2016,4,24,12,92,117,24,43,700,70,21,1006.6,-0.9,0,SSW,2.2,Aotizhongxin
27625,2016,4,25,0,54,92,15,22,700,88,20.9,1004.2,9.8,0,SSW,3.5,Aotizhongxin
27637,2016,4,25,12,132,155,34,30,1100,115,24.3,1008.4,11.6,0,WSW,2.6,Aotizhongxin
27649,2016,4,26,0,88,99,15,30,1000,98,15.4,1012.5,5.3,0,ESE,3,Aotizhongxin
27661,2016,4,26,12,74,106,40,37,1900,86,19.5,1012.8,3.6,0,SE,2.4,Aotizhongxin
27673,2016,4,27,0,74,86,14,48,900,86,13.8,1012,1.7,0,SSW,1.2,Aotizhongxin
27685,2016,4,27,12,NA,NA,NA,NA,NA,NA,16,1010.5,9,0,NW,2.6,Aotizhongxin
27697,2016,4,28,0,122,122,2,76,1500,2,12.8,1009.2,11,0,ENE,0.8,Aotizhongxin
27709,2016,4,28,12,80,103,19,32,1200,136,23.4,1011.7,6.2,0,SSE,2.8,Aotizhongxin
27721,2016,4,29,0,37,48,6,57,600,47,14.2,1009.1,3.3,0,E,1.3,Aotizhongxin
27733,2016,4,29,12,144,160,33,37,1900,109,20.7,1004.3,11.1,0,S,2.1,Aotizhongxin
27745,2016,4,30,0,238,238,7,103,2200,6,16.8,999.3,12.3,0,WNW,0.4,Aotizhongxin
27757,2016,4,30,12,136,136,17,26,1200,212,27.1,998.6,11.2,0,SSE,2.6,Aotizhongxin
27769,2016,5,1,0,176,176,11,24,1200,133,19.5,998.1,13.9,0,E,1.6,Aotizhongxin
27781,2016,5,1,12,210,210,47,31,3000,175,24,996.6,14.4,0,SE,2.2,Aotizhongxin
27793,2016,5,2,0,93,93,9,24,1100,124,24.3,998.9,13.2,0,NW,1.3,Aotizhongxin
27805,2016,5,2,12,27,36,2,14,300,73,12.4,1007.1,9.4,1.1,NNW,2.9,Aotizhongxin
27817,2016,5,3,0,49,91,2,41,400,4,10.4,1002.3,8.7,0,NW,0.1,Aotizhongxin
27829,2016,5,3,12,24,24,2,14,200,115,23.6,995.8,-6.5,0,NW,6,Aotizhongxin
27841,2016,5,4,0,23,85,2,81,800,2,14.2,999.6,0.8,0,WNW,0.9,Aotizhongxin
27853,2016,5,4,12,28,28,4,48,500,78,26.5,1001.6,-5.2,0,S,2.6,Aotizhongxin
27865,2016,5,5,0,33,63,9,89,1000,2,19.1,1003,2.4,0,ENE,1.3,Aotizhongxin
27877,2016,5,5,12,47,59,22,27,1100,105,21.9,1000.9,4.9,0,ESE,2.7,Aotizhongxin
27889,2016,5,6,0,236,642,2,9,100,103,19,1005.3,-11.1,0,WNW,4.6,Aotizhongxin
27901,2016,5,6,12,32,32,2,10,200,98,22.1,1007.3,-1.9,0,WNW,3.2,Aotizhongxin
27913,2016,5,7,0,6,17,2,33,200,58,20.5,1011.8,-8.9,0,N,1.8,Aotizhongxin
27925,2016,5,7,12,20,20,2,9,200,109,24.3,1014.4,-9.3,0,SE,1.7,Aotizhongxin
27937,2016,5,8,0,82,82,12,49,600,45,18.4,1012.1,0.5,0,SSE,1.9,Aotizhongxin
27949,2016,5,8,12,74,92,27,21,700,122,24.8,1008.5,6.5,0,SW,3.4,Aotizhongxin
27961,2016,5,9,0,28,50,6,16,400,85,19,1007.3,8.6,0,SW,2.4,Aotizhongxin
27973,2016,5,9,12,43,91,10,19,600,103,23.3,1008.1,9.7,0,NE,2.9,Aotizhongxin
27985,2016,5,10,0,36,37,2,62,1000,2,13.9,1008.1,10.9,0,E,1.5,Aotizhongxin
27997,2016,5,10,12,43,43,4,17,500,118,25.9,1005.4,5.5,0,SW,1.8,Aotizhongxin
28009,2016,5,11,0,89,127,9,24,700,143,22.7,1002.4,11.7,0,SW,2.9,Aotizhongxin
28021,2016,5,11,12,176,176,18,19,1100,155,23.9,996.9,14.3,0,SSW,3.2,Aotizhongxin
28033,2016,5,12,0,168,189,4,55,1400,35,21.5,993.9,17.7,0.4,W,1.3,Aotizhongxin
28045,2016,5,12,12,19,19,3,11,300,82,16.7,1009.5,0.3,0,NNW,4.9,Aotizhongxin
28057,2016,5,13,0,40,46,5,56,1100,2,10.6,1015.3,3.8,0,WSW,0.6,Aotizhongxin
28069,2016,5,13,12,27,29,4,14,200,107,23.4,1016.9,-0.2,0,SSW,4.6,Aotizhongxin
28081,2016,5,14,0,47,58,6,49,500,51,19.7,1014.6,3.4,0,SSW,2.6,Aotizhongxin
28093,2016,5,14,12,31,31,2,28,600,68,13.4,1013.2,10.9,0.5,SSW,1.5,Aotizhongxin
28105,2016,5,15,0,71,71,2,28,600,23,13.4,1010.6,12,0,SSE,0.7,Aotizhongxin
28117,2016,5,15,12,46,46,3,12,300,88,22.6,1009.6,-6.3,0,NNW,2.9,Aotizhongxin
28129,2016,5,16,0,53,53,3,78,900,2,13,1006.6,3.1,0,W,1.2,Aotizhongxin
28141,2016,5,16,12,30,30,3,38,400,87,29.2,1004.3,1.6,0,SSW,2.9,Aotizhongxin
28153,2016,5,17,0,37,88,10,34,400,86,24.1,1002.3,4.9,0,WSW,2.7,Aotizhongxin
28165,2016,5,17,12,104,104,12,66,1000,109,29.2,1005.1,9.3,0,SSW,2.3,Aotizhongxin
28177,2016,5,18,0,41,80,5,17,400,125,23.8,1006.8,10.8,0,SSW,2.4,Aotizhongxin
28189,2016,5,18,12,62,62,13,19,600,187,27.6,1008.8,11.2,0,SW,4.3,Aotizhongxin
28201,2016,5,19,0,77,77,7,27,800,143,23.7,1009.5,12,0,SW,2.4,Aotizhongxin
28213,2016,5,19,12,NA,NA,20,16,800,243,27.6,1010.2,8.9,0,S,3.4,Aotizhongxin
28225,2016,5,20,0,72,72,24,30,1400,157,22.6,1011.1,7.2,0,S,1.3,Aotizhongxin
28237,2016,5,20,12,105,105,35,32,1500,185,27.3,1012.6,10.1,0,SSE,2.1,Aotizhongxin
28249,2016,5,21,0,84,92,18,61,1200,51,19,1013.7,11.3,0,NE,0.7,Aotizhongxin
28261,2016,5,21,12,78,78,23,24,800,198,26.8,1014.7,9.6,0,ESE,2,Aotizhongxin
28273,2016,5,22,0,48,68,7,76,800,41,18.3,1015.9,7.1,0,E,1,Aotizhongxin
28285,2016,5,22,12,38,71,7,23,600,164,27.7,1013.6,8,0,S,1.2,Aotizhongxin
28297,2016,5,23,0,63,78,11,40,800,140,24.8,1009.5,6.5,0,SW,2.2,Aotizhongxin
28309,2016,5,23,12,91,91,32,39,1300,142,24.8,1005,8.7,0,SSW,1.5,Aotizhongxin
28321,2016,5,24,0,7,7,3,30,300,37,13.2,1003.4,7.8,0,NE,0.8,Aotizhongxin
28333,2016,5,24,12,14,14,4,11,300,124,26.7,998.9,4.4,0,WSW,3.9,Aotizhongxin
28345,2016,5,25,0,9,21,2,14,200,105,19.9,998.9,9.2,0,NNE,0.6,Aotizhongxin
28357,2016,5,25,12,10,19,3,9,200,117,24.9,1003,4.1,0,WNW,3.1,Aotizhongxin
28369,2016,5,26,0,31,72,4,73,800,2,17.6,1002.6,8.4,0,E,0.9,Aotizhongxin
28381,2016,5,26,12,14,20,2,8,200,118,26.7,1006.1,1.9,0,WNW,3.4,Aotizhongxin
28393,2016,5,27,0,22,52,10,26,400,108,24.6,1006.3,3.8,0,WSW,1.8,Aotizhongxin
28405,2016,5,27,12,43,67,11,31,500,155,29.1,1005.9,5.8,0,SSW,3.5,Aotizhongxin
28417,2016,5,28,0,23,40,10,23,400,94,22.6,1003.7,5.9,0,WSW,2,Aotizhongxin
28429,2016,5,28,12,33,36,12,13,500,180,28.4,1001.7,6.5,0,SW,3.4,Aotizhongxin
28441,2016,5,29,0,54,77,13,19,700,131,23.8,1000.6,13.3,0,WSW,2.1,Aotizhongxin
28453,2016,5,29,12,12,21,3,10,200,108,26.8,1004.5,-3.9,0,NE,3.3,Aotizhongxin
28465,2016,5,30,0,56,114,16,30,1000,115,23.3,1001.2,9.3,0,SSE,2.3,Aotizhongxin
28477,2016,5,30,12,80,115,20,34,1000,185,28.4,998.9,12.3,0,SSW,1.6,Aotizhongxin
28489,2016,5,31,0,72,102,16,31,900,129,28.6,997.7,14.8,0,S,1.7,Aotizhongxin
28501,2016,5,31,12,30,85,16,27,900,68,25.5,1006.7,3.4,0,SSE,1.8,Aotizhongxin
28513,2016,6,1,0,18,18,4,26,400,69,21.8,1008.7,3.9,0,SSE,1.6,Aotizhongxin
28525,2016,6,1,12,32,42,8,27,700,99,27,1008.9,7.9,0,NNE,1.6,Aotizhongxin
28537,2016,6,2,0,39,69,7,36,600,99,23.6,1007.6,5,0,S,1.4,Aotizhongxin
28549,2016,6,2,12,52,52,11,24,700,197,30.7,1005.1,6.5,0,SW,3.4,Aotizhongxin
28561,2016,6,3,0,50,76,21,45,1400,105,24.6,1003.2,6.3,0,S,1.3,Aotizhongxin
28573,2016,6,3,12,97,117,28,71,1700,104,28.2,1002.3,11.3,0,ESE,1.9,Aotizhongxin
28585,2016,6,4,0,73,86,23,19,1200,140,25.4,1001,11.9,0,SW,2.6,Aotizhongxin
28597,2016,6,4,12,85,85,20,18,900,211,29.6,1001.8,12.5,0,SSW,3.7,Aotizhongxin
28609,2016,6,5,0,80,131,13,46,1000,110,24.1,1004.8,13.3,0,SE,2,Aotizhongxin
28621,2016,6,5,12,90,90,29,28,1300,156,28.3,1005.8,14.5,0,SSE,1.8,Aotizhongxin
28633,2016,6,6,0,40,69,8,38,800,52,21.5,1006.1,15.3,0,E,1.5,Aotizhongxin
28645,2016,6,6,12,113,113,13,30,1100,159,27.2,1005,16.5,0,ESE,2.4,Aotizhongxin
28657,2016,6,7,0,39,39,2,15,700,138,19.4,1007.8,18.1,6.9,ENE,2.6,Aotizhongxin
28669,2016,6,7,12,37,89,2,18,700,111,24,1008.6,14.4,0,SSW,2.2,Aotizhongxin
28681,2016,6,8,0,83,83,2,17,1100,103,21.5,1005.9,17.3,0,SW,1.8,Aotizhongxin
28693,2016,6,8,12,123,123,4,25,1200,172,27.4,1004.4,18.1,0,E,2,Aotizhongxin
28705,2016,6,9,0,179,179,5,36,1400,148,24.9,1003.3,18.8,0,SE,2.3,Aotizhongxin
28717,2016,6,9,12,119,119,14,18,800,227,31.7,1001,13,0,SW,4.3,Aotizhongxin
28729,2016,6,10,0,61,61,2,21,700,119,20.9,1001.2,18.7,0.5,NNE,2.4,Aotizhongxin
28741,2016,6,10,12,90,90,4,20,800,195,28,998.1,20.6,0,SE,1.6,Aotizhongxin
28753,2016,6,11,0,7,15,2,19,200,57,21,1002.5,9.3,0,WNW,0.8,Aotizhongxin
28765,2016,6,11,12,3,5,2,9,300,107,28.9,1003.2,11.9,0,N,2.6,Aotizhongxin
28777,2016,6,12,0,30,96,4,83,800,2,22.9,1004.5,15.7,0,E,2.2,Aotizhongxin
28789,2016,6,12,12,103,103,11,28,1300,164,28.7,1002.7,15.9,0,SSE,1.1,Aotizhongxin
28801,2016,6,13,0,44,89,8,30,900,117,24.6,999.9,18.1,0,NE,2.1,Aotizhongxin
28813,2016,6,13,12,NA,NA,2,18,500,102,20.2,1000.1,17.6,0,NNE,1.9,Aotizhongxin
28825,2016,6,14,0,64,64,2,24,600,66,19.9,996.3,17.1,0,WNW,1.2,Aotizhongxin
28837,2016,6,14,12,28,28,2,17,600,108,20.9,994.7,15.2,0,E,2.4,Aotizhongxin
28849,2016,6,15,0,36,36,2,33,600,28,19,998.8,14.3,0,NNW,1.7,Aotizhongxin
28861,2016,6,15,12,15,15,4,12,400,126,28.4,998,13.1,0,NNE,1.6,Aotizhongxin
28873,2016,6,16,0,3,33,2,51,500,30,20.5,997.9,14.8,0,NE,1,Aotizhongxin
28885,2016,6,16,12,7,28,2,33,700,124,32,994.3,13.2,0,WSW,1.6,Aotizhongxin
28897,2016,6,17,0,33,78,2,75,700,7,24.1,990.5,14.8,0,N,0.8,Aotizhongxin
28909,2016,6,17,12,10,11,2,11,400,111,30.6,994.4,13.4,0,NE,2.6,Aotizhongxin
28921,2016,6,18,0,3,73,2,70,900,2,23,997.9,15.6,0,ENE,1.4,Aotizhongxin
28933,2016,6,18,12,36,79,5,48,700,154,31.1,1000.9,16.3,0,S,1.6,Aotizhongxin
28945,2016,6,19,0,57,72,6,26,900,145,26.3,1001.8,16,0,WSW,2.4,Aotizhongxin
28957,2016,6,19,12,64,64,6,19,700,241,32.2,1000.7,15.7,0,ENE,1.7,Aotizhongxin
28969,2016,6,20,0,176,176,10,29,2100,200,28.7,998.7,18.8,0,SSW,1.1,Aotizhongxin
28981,2016,6,20,12,83,83,7,14,1000,255,31.6,998.2,18.6,0,SW,2.8,Aotizhongxin
28993,2016,6,21,0,54,54,2,20,800,161,25.6,998.3,20.8,0,ENE,1,Aotizhongxin
29005,2016,6,21,12,135,135,4,18,1100,226,32,998,21.8,0,E,2.6,Aotizhongxin
29017,2016,6,22,0,45,45,2,26,600,105,23.8,999.6,18.9,0,E,2.9,Aotizhongxin
29029,2016,6,22,12,61,74,3,31,800,154,30.5,998.2,19.5,0,SSE,2.1,Aotizhongxin
29041,2016,6,23,0,50,50,5,19,500,128,26.5,996.9,19.6,0,ESE,0.6,Aotizhongxin
29053,2016,6,23,12,88,199,5,28,1100,104,27.8,1000.4,20.6,0,SE,2.5,Aotizhongxin
29065,2016,6,24,0,40,59,2,36,800,65,23.5,1000.3,16.3,0,SW,0.7,Aotizhongxin
29077,2016,6,24,12,9,9,2,10,300,97,31.8,1001.3,4.5,0,WNW,3.9,Aotizhongxin
29089,2016,6,25,0,9,17,2,23,200,71,26.7,1003.2,5,0,NW,2.2,Aotizhongxin
29101,2016,6,25,12,18,18,2,12,400,107,34.4,1002.8,6.7,0,NW,3.5,Aotizhongxin
29113,2016,6,26,0,41,119,3,61,500,37,27.3,1001.9,10.9,0,SW,0.9,Aotizhongxin
29125,2016,6,26,12,45,45,4,25,500,203,34.1,1001.2,13.5,0,ESE,2.4,Aotizhongxin
29137,2016,6,27,0,40,72,8,28,400,119,30.5,999.3,9.9,0,SW,2.3,Aotizhongxin
29149,2016,6,27,12,58,58,9,31,800,145,30,998.2,14.5,0,SSE,1.9,Aotizhongxin
29161,2016,6,28,0,56,56,2,29,500,97,21.5,1001,17.9,0,NNE,1.6,Aotizhongxin
29173,2016,6,28,12,53,53,2,23,700,95,22.1,1002.1,17.9,0,ESE,1.2,Aotizhongxin
29185,2016,6,29,0,132,132,2,42,1100,19,21,1000.8,20,0.1,ENE,1.3,Aotizhongxin
29197,2016,6,29,12,109,109,2,23,900,129,27.3,1000.4,19.4,0,WSW,0.9,Aotizhongxin
29209,2016,6,30,0,46,46,2,30,500,73,21.6,1000.4,19.7,0,E,1.1,Aotizhongxin
29221,2016,6,30,12,46,46,3,18,600,144,29.7,999.6,19.1,0,ESE,1.8,Aotizhongxin
29233,2016,7,1,0,13,13,2,21,300,76,27.2,1000,12,0,E,2.5,Aotizhongxin
29245,2016,7,1,12,13,13,2,10,200,115,30.4,999.8,12.8,0,NNE,2.7,Aotizhongxin
29257,2016,7,2,0,22,49,2,39,600,71,25.3,999.7,16.2,0,SW,1.1,Aotizhongxin
29269,2016,7,2,12,46,46,4,20,700,198,31.5,1000.7,17.4,0,WSW,1.8,Aotizhongxin
29281,2016,7,3,0,43,57,4,38,700,110,27.7,1001.7,16.3,0,SSW,1.4,Aotizhongxin
29293,2016,7,3,12,88,88,22,22,1000,192,30.9,1002.4,18.3,0,SSW,2.1,Aotizhongxin
29305,2016,7,4,0,138,138,5,26,1200,121,26.7,1002.1,21,0,SE,1.5,Aotizhongxin
29317,2016,7,4,12,104,104,9,21,1200,173,30.1,1004.1,20.1,0,ESE,2.5,Aotizhongxin
29329,2016,7,5,0,60,95,4,36,800,59,25.6,1005.6,19.3,0,E,1.5,Aotizhongxin
29341,2016,7,5,12,91,91,6,26,1000,156,30.3,1007,16.7,0,SE,2.3,Aotizhongxin
29353,2016,7,6,0,95,95,7,25,1000,183,27.4,1006.9,17.3,0,SSW,2.3,Aotizhongxin
29365,2016,7,6,12,105,105,5,28,900,206,32,1007.7,17.1,0,SW,2.1,Aotizhongxin
29377,2016,7,7,0,91,91,9,26,2000,163,28,1007.3,17.8,0,S,1.8,Aotizhongxin
29389,2016,7,7,12,123,123,14,32,1400,204,31.6,1007.2,18.9,0,SE,2,Aotizhongxin
29401,2016,7,8,0,73,75,9,43,1000,112,27.4,1005.8,19.7,0,E,1.8,Aotizhongxin
29413,2016,7,8,12,112,112,10,43,1700,103,29.8,1004.6,22,0,SE,2.1,Aotizhongxin
29425,2016,7,9,0,47,47,5,42,600,71,27.8,1002.4,21.8,0,ESE,1.7,Aotizhongxin
29437,2016,7,9,12,103,103,7,34,1000,168,32.8,1000.9,22.6,0,SSE,2.2,Aotizhongxin
29449,2016,7,10,0,67,73,3,25,600,96,30.1,999.4,22.5,0,SW,1.4,Aotizhongxin
29461,2016,7,10,12,94,94,6,26,700,214,34.6,998.3,19.8,0,S,2.8,Aotizhongxin
29473,2016,7,11,0,37,63,3,25,400,104,31.2,997.6,21.4,0,SSW,2.1,Aotizhongxin
29485,2016,7,11,12,94,94,14,17,800,158,33.4,995.9,20.5,0,SW,4.9,Aotizhongxin
29497,2016,7,12,0,43,44,6,26,400,106,31.7,994,21.2,0,SSW,2.9,Aotizhongxin
29509,2016,7,12,12,14,14,2,23,500,67,25.4,997.5,21.7,0,NW,3,Aotizhongxin
29521,2016,7,13,0,15,17,2,33,400,50,25,999,20.7,0,NE,1.3,Aotizhongxin
29533,2016,7,13,12,22,22,2,14,300,137,33.6,1000.6,17.7,0,ENE,1.5,Aotizhongxin
29545,2016,7,14,0,30,74,3,45,600,113,30.8,1001.2,17.5,0,SSW,3.7,Aotizhongxin
29557,2016,7,14,12,55,55,9,76,1200,104,33.1,1002.5,14.7,0,WSW,1.7,Aotizhongxin
29569,2016,7,15,0,71,71,2,30,900,70,23,1002.6,20.5,0.6,WNW,1.4,Aotizhongxin
29581,2016,7,15,12,37,37,2,24,700,87,22.7,1000.1,19.1,0,ESE,1.9,Aotizhongxin
29593,2016,7,16,0,53,53,2,45,600,43,21.9,999.3,17.9,0,W,0.7,Aotizhongxin
29605,2016,7,16,12,44,44,2,30,700,60,25.7,999.4,17.6,0,NNE,1.6,Aotizhongxin
29617,2016,7,17,0,63,69,2,71,1000,17,23.1,1001.5,18.8,0,NE,0.1,Aotizhongxin
29629,2016,7,17,12,84,84,5,18,900,187,27.8,1003,20.1,0,ESE,1.6,Aotizhongxin
